keywordPlus,setId
Electron magnetic-resonance,82571
Hydrogen hyperfine interactions,82571
Photosynthetic oxygen evolution,82571
Fluid,82571
Disease-activity,82571
Osteoarthritis,82571
Extracellular-matrix degradation,82571
Human synovial fibroblasts,82571
Politics,82571
Democratization,82571
Ghana,82571
Sudan,82571
Decentralization,82571
Government,82571
Consolidation,82571
Sub-saharan africa,82571
Structural adjustment,82571
Immunohistochemistry,82571
Adenocarcinoma,82571
Progression,82571
High-grade dysplasia,82571
Malignancy,82571
Endoscopic surveillance,82571
Observer variation,82571
Colorectal neoplasms,82571
Esophagus,82571
P53 gene-product,82571
Entropy,82571
Lung-resistance protein,82571
Small observation noise,12011
Lymnaea-stagnalis,82571
Sexual-behavior,82571
Achatin-i,82571
Egg-laying hormone,82571
Gw-amide,82571
Cd59,82571
Cdna,82571
Lymphoid-cells,82571
Cell-cell adhesion,82571
Multigene family,82571
Pemphigoid antigen gene,82571
Complement activation,82571
Plasminogen-activator inhibitor,82571
C1-esterase inhibitor,82571
Escherichia-coli infusion,82571
Human-monocytes,82571
Contact system,82571
Factor factor-xii,82571
Hageman-factor,82571
Abscess,82571
Acute suppurative thyroiditis,82571
Fistula,82571
Pyriform sinus,82571
Interface,82571
Products,82571
Samples,82571
Level determination,82571
Polar pesticides,82571
Radicals,82571
Chemistry,82571
Product,82571
Methionine synthase,82571
Cage-recombination efficiency,82571
Co-c bond,82571
Homolysis,82571
Quantum yields,82571
Thermal pyridine dissociation,82571
Tin,82571
Phosphorus,82571
Organotin compounds,82571
Spin coupling-constants,82571
C-13 nmr,82571
Pb-207,82571
Si-29,82571
Sign determination,82571
Sn-119,82571
Stannyl acetylenes,82571
Responses,82571
Corticotropin-releasing hormone,82571
Behavioral despair,82571
Fischer rats,82571
Spontaneously hypertensive rats,82571
Sprague-dawley,82571
Stress-ulcer,82571
Susceptible lewis rats,82571
Wky rats,82571
Newborn,82571
Persistent pulmonary-hypertension,82571
Life,82571
Netherlands,82571
End,82571
C-60,82571
Cyclodextrin,82571
Scales,82571
Outcomes,82571
Predictors,82571
Natural-history,82571
Barriers,82571
Central-europe,82571
Conceptual exploration,82571
Quality-of-life,82571
Dissection,82571
Malignant-melanoma,82571
Lymphoscintigraphy,82571
Ecosystems,82571
Abundance,82571
National-park,82571
Fractionation,82571
Succession,82571
Aluminum,82571
Budget,82571
Chronosequence,82571
Hawaii,82571
A decarboxylase deficiency,1423
Metabolism,82571
Bmipp,82571
Viability,82571
Canine myocardium,82571
Wall-motion,82571
Fatty-acid analog,82571
Pentadecanoic acid,82571
Probes,82571
Human papillomavirus genotypes,82571
Time,82571
Elastic demand,82571
Good policy,82571
Congestion tolls,82571
Road transport,82571
Urban freeway,82571
Physical-activity,82571
Poverty,82571
Nutritional-status,82571
Inequality,82571
New-zealand,82571
Labor productivity,82571
Multiarray coils,82571
Pulse sequences,82571
H-1,82571
Ct,82571
Magnetic-resonance spectroscopy,82571
Tryptophan decarboxylase,82571
Invitro,82571
Time-course,82571
Indole alkaloids,82571
Suspension cultures,82571
Tabernaemontana-divaricata,82571
Psychophysiology,82571
Cardiac control,82571
Nervous-system activity,82571
Respiratory patterns,82571
Voluntary facial action,82571
Eating disorders,82571
Trauma,82571
Posttraumatic-stress-disorder,82571
Somatic symptoms,82571
Induced analgesia,82571
Multiple personality-disorder,82571
Endogenous opioids,82571
Calcein,82571
Resistance-associated protein,82571
Barrier,82571
Insufficiency,82571
Compression stockings,82571
Elastic compression,82571
Lower-limbs,82571
Varicose-veins,82571
Resonance raman-spectra,82571
Energy-storage,82571
Metarhodopsin-ii,82571
Primary photoproduct,82571
Visual pigment analogs,82571
Bathorhodopsin,82571
Chromophore structure,82571
Infrared difference spectroscopy,82571
Light activation,82571
Leukemia-cells,82571
Gamma-glutamylcysteine synthetase,82571
Atp-dependent efflux,82571
X pump,82571
Immunocytochemistry,82571
Cell-proliferation,82571
P-glycoprotein expression,82571
Poor-prognosis,82571
Tumor size,82571
P53 protein,82571
Preoperative chemotherapy,82571
Semiconductor-lasers,82571
Optical feedback,82571
Mr,82571
Oxygenation,82571
Motor task,82571
Sensory stimulation,82571
Task activation,82571
Kupffer cells,82571
Degradation,82571
Biodistribution,82571
Low-density-lipoprotein,82571
Antisense oligonucleotides,82571
Phosphorothioate,82571
Algorithm,82571
Down-regulation,82571
Peripheral-blood,82571
Septic patients,82571
Suppression,82571
Glucocorticoid receptor,82571
Steroid-resistant asthma,82571
Glycosylation,82571
Rheumatoid-arthritis,82571
Concanavalin-a,82571
Human alpha-1-acid glycoprotein,82571
Microheterogeneity,82571
Tetraantennary glycans,82571
Human alpha-1-protease inhibitor,82571
Oligosaccharide chains,82571
Triantennary,82571
Neural networks,82571
Prediction,82571
Localization,82571
Protein secondary structure,82571
Acetylglucosaminyltransferase-i,82571
Baculovirus expression vector,82571
Glycosyltransferases,82571
Insect cells,82571
Computed-tomography,82571
Vascular dementia,82571
Cardiovascular health,82571
Signal hyperintensities,82571
Magnetic-resonance images,82571
Carotid-artery disease,82571
Cerebrovascular risk-factors,82571
Periventricular lesions,82571
Scan leuko-araiosis,82571
Air,82571
Bacteria,82571
Vocal rehabilitation,82571
Candida-albicans,82571
Streptococci,82571
Total laryngectomy,82571
Coaggregation,82571
Hydrophobic recovery,82571
Low-resistance,82571
Provox(tm),82571
Efficiency,82571
Prognostic value,82571
Deposition,82571
Saturation,82571
Aber forest,82571
Ammonium-sulfate,82571
Experimental addition,82571
Gardsjon,82571
Nh4no3,82571
Pinus-nigra,82571
Root dynamics,82571
Water chemistry,82571
Ph,82571
Massachusetts,82571
Soil,82571
Retention,82571
Earthworms,82571
Mechanistic model,82571
Baird,82571
Holbrook,82571
Mcguire superfund site,82571
Perspective,82571
Recovery,82571
Rhine,82571
Continuum concept,82571
Floodplain rivers,82571
Stream ecosystem theory,82571
Cytokines,82571
T-cells,82571
Aminopeptidase-n,82571
Conditional ablation,82571
Migration patterns,82571
Adducts,82571
Biotransformation,82571
Disposition,82571
Epoxides,82571
Epoxy-resin systems,82571
Mercapturic acids,82571
Mellitus,82571
Profile,82571
Heart-rate,82571
Iddm patients,82571
Neuropathy,82571
Accuracy,82571
Hemodialysis,82571
Hemodiafiltration,82571
Acid-base-balance,82571
Lrp,82571
Cell-lines,82571
Chromosome-16,82571
Mdr1 gene-expression,82571
Major vault protein,82571
Mass-spectrometry,82571
Inactivation,82571
Antagonist,82571
Conus-textile,82571
Receptor-site,82571
Sodium-channel,82571
Bacteriorhodopsin,82571
Temperature-dependence,82571
1st step,82571
Fourier-transform,82571
Optical-absorption spectra,82571
Primary event,82571
Retinal proteins,82571
Matrix,82571
Tissues,82571
Capillary endothelial-cells,82571
Csf,82571
Valves,82571
Communicating hydrocephalus,82571
Constraints,82571
Continental lithosphere,82571
Ebro basin,82571
Swiss alps,82571
Flexure,82571
Subduction,82571
Subsidence,82571
Deflection,82571
European geotraverse,82571
Neoplasia,82571
Marker,82571
Prostate-specific antigen,82571
Acid-phosphatase,82571
Keratin-7,82571
Transitional cell-carcinoma,82571
Urinary-bladder,82571
Education,82571
Diagnostic-criteria,82571
Mini-mental-state,82571
Community survey,82571
Old,82571
Standardized instrument,82571
Placenta,82571
Preeclampsia,82571
Cellular fibronectin,82571
Gestational hypertension,82571
Pre-eclampsia,82571
Thrombosis,82571
Homogeneous surfaces,82571
Irreversible adsorption,82571
Latex-particles,82571
Polymer adsorption,82571
Scanning-angle reflectometry,82571
Laser-desorption ionization,82571
Birth-weight,82571
Intrauterine growth-retardation,82571
Standard,82571
Circumference,82571
Cattle,82571
Different serotypes,82571
Hemorrhagic septicemia,82571
Pasteurella-multocida,82571
Reciprocity,82571
Social support,82571
Resection,82571
Photofrin,82571
Preterm infants,82571
Orientation preference,82571
Right-handedness,82571
Supine,82571
Thymus,82571
Bursa,82571
Type-2,82571
Marginal-zone macrophages,82571
Murine spleen,82571
Fabricius,82571
Duodenal-ulcer,82571
Decomposition,82571
No adsorption,82571
No+co reaction,82571
No+h-2 reaction,82571
Pt(100),82571
Rh(111),82571
Hyperfine-structure,82571
Standards,82571
I-2 b-state,82571
Laser,82571
Magnetic predissociation,82571
Natural hyperfine,82571
Ionization-potentials,82571
I-127(2),82571
Precision-measurements,82571
Mutation,82571
Active-site,82571
(a)bc excinuclease,82571
5' incision,82571
Micrococcus-luteus,82571
Electrodes,82571
Fit,82571
Adolescents,82571
Competence,82571
School,82571
Goodness,82571
Cigarette-smoking,82571
Estrogens,82571
Model-ecosystems,82571
Creativity,82571
Reliability,82571
Os,82571
Ru,82571
Pd,82571
State method,82571
Carbonyls,82571
M(co)(6) m=cr,82571
M=ni,82571
Muscle fatigue,82571
Contractions,82571
Load,82571
Muscular fatigue,82571
Segment,82571
Voluntary,82571
Fractionated reaction,82571
Blood,82571
Precision,82571
Cardiac-surgery,82571
Gastric intramucosal ph,82571
Gut mucosal hypoperfusion,82571
Saline,82571
Tissue oxygenation,82571
Sarcoidosis,82571
Involvement,82571
Impedance,82571
Pulmonary-edema,82571
Almeria,82571
Events,82571
Late miocene,82571
Salinity crisis,82571
Glass-ionomer,82571
Dentin,82571
Cyanobacteria,82571
Mats,82571
Residues,82571
Alpha-lipoic acid,82571
Thioredoxin,82571
Enzymatic reduction,82571
Induced cataract formation,82571
Newborn rats,82571
Oxidized alpha-1-proteinase inhibitor,82571
Tumor-cells,82571
Cardioactive peptides,82571
Rpd2,82571
Vd1,82571
Elements,82571
Exchange,82571
Basis-sets,82571
Molecular-orbital methods,82571
Electronic-structure,82571
Quantum-theory,82571
1st-row,82571
Gaussian-2 theory,82571
Dendritic cells,82571
Mhc class-i,82571
Lymphocytes-t,82571
Particulate antigens,82571
Complex class-i,82571
Accessory cells,82571
Cytoplasmic delivery,82571
Influenza-virus envelopes,82571
Mycobacterial antigens,82571
Fragmentation,82571
Odd parton distributions,82571
Annihilation,82571
Transverse-lambda-polarization,82571
Basal ganglia,82571
Substance-p,82571
Messenger-rna levels,82571
Antipsychotic-drugs,82571
6-hydroxydopamine lesions,82571
Atypical neuroleptic treatment,82571
Dopaminergic regulation,82571
Striatonigral pathway,82571
Tardive-dyskinesia,82571
Wings,82571
Wake,82571
Generation,82571
Drosophila,82571
Forces,82571
Insect flight,82571
Complications,82571
Awareness,82571
Prevention,82571
Absorption,82571
Defective glucose counterregulation,82571
Glycemic thresholds,82571
Hypoglycemia unawareness,82571
Secondary structure,82571
Creutzfeldt-jakob-disease,82571
Murine scrapie,82571
Prion protein,82571
Vacuolar degeneration,82571
Tolerance,82571
Low-density lipoprotein,82571
Time-series analysis,82571
Global temperature,82571
Fish,82571
Rainbow-trout,82571
Trout oncorhynchus-mykiss,82571
Indirect calorimetry,82571
Aquatic animals,82571
Carassius-auratus l,82571
Deep hypoxia,82571
Salmo-gairdneri,82571
Subsequent recovery,82571
Coa dehydrogenase-deficiency,82571
Chromatography mass-spectrometry,82571
Rapid diagnosis,82571
Trends,82571
Parasuicide,82571
Overdoses,82571
Unit,82571
Death,82571
Euthanasia,82571
Neonatal intensive-care,82571
Withdrawal,82571
Roc,82571
Ray,82571
Films,82571
Radiography,82571
Approximal caries detection,82571
Magnification,82571
Radiovisiography,82571
General dental practice,1834
Economic-development,82571
Sustainability,82571
Pollution,82571
Policy,82571
Renewable resources,82571
Antibodies,82571
Lymphoma,82571
Multifocal choroiditis,82571
Polymerase,82571
Panuveitis,82571
Convergence,82571
Density,82571
Optimal rates,82571
Evolution,82571
Relapsing patients,82571
Gadolinium-dtpa,82571
Concordance,82571
Crohns-disease,82571
Predisposition,82571
Ulcerative-colitis,82571
Clinical characteristics,82571
Receptor antagonist,82571
Susceptibility locus,82571
Deaths,82571
Prison,82571
Urban jail detainees,82571
Insulin-resistance,82571
Metformin,82571
Event,82571
Glass,82571
Haiti,82571
Origin,82571
K/t boundary,82571
Melt rock,82571
Northeastern mexico,82571
Shock metamorphism,82571
Spherules,82571
Yucatan,82571
Fat,82571
Individuals,82571
X-ray absorptiometry,82571
Bioelectrical-impedance,82571
Peritoneal-dialysis patients,82571
Analogs,82571
Adozelesin,82571
Antitumor antibiotic cc-1065,82571
Cyclopropylpyrroloindole,82571
Dna-sequence specificity,82571
"U-73,975",82571
"U-80,244",82571
Actinobacillus-actinomycetemcomitans,82571
Porphyromonas-gingivalis,82571
A-actinomycetemcomitans,82571
Black-pigmented bacteroides,82571
Forsythus,82571
Subgingival plaque,82571
Adult kenyans,82571
Enhanced mri,82571
Acute myeloblastic-leukemia,82571
Acute lymphoblastic-leukemia,82571
Mtt-assay,82571
Acute nonlymphoblastic leukemia,82571
Cyto-toxicity,82571
Dye exclusion assay,82571
Invitro chemosensitivity,82571
Indexes,82571
Nuclear antigen,82571
Human gliomas,82571
Growth fraction,82571
Human-brain-tumors,82571
Monoclonal-antibody ki-67,82571
Ngf,82571
Antitumor agents,82571
Neurite outgrowth,82571
Vincristine,82571
Induced neuropathy,82571
Nerve-growth-factor,82571
Snail neurons,82571
Accurate,82571
Correct asymptotic-behavior,82571
Hartree-fock,82571
State correlation energies,82571
Atomic ions,82571
Functional formalism,82571
Initio first-order,82571
Local potentials,82571
Differentiation,82571
Bone-marrow,82571
Progenitor cells,82571
Maintenance,82571
Human hematopoietic-cells,82571
Engraftment,82571
Hu mouse,82571
Severe combined immunodeficiency,82571
Term human hematopoiesis,82571
Nonlymphoblastic leukemia,82571
Normal peripheral-blood,82571
Topoisomerase-ii-alpha/beta,82571
Il-2,82571
Ta,82571
Epirubicin,82571
European organization,82571
Instillation,82571
Recombinant interleukin-2,82571
Tumor response,82571
Calmette-guerin treatment,82571
Nitric-oxide synthase,82571
Bronchopulmonary dysplasia,82571
Adult-rats,82571
Respiratory-distress syndrome,82571
Helper t-cells,82571
Lymphokine production invivo,82571
Maternal stress,82571
Prenatal stress increases,82571
Immunotherapy,82571
Bladder-cancer,82571
Lak cells,82571
Murine ovarian-cancer,82571
Organic-matter,82571
Bacterial sulfate reduction,82571
England salt-marsh,82571
Saltmarsh sediment,82571
Regeneration,82571
Schwann-cells,82571
Sciatic-nerve,82571
Wallerian degeneration,82571
Immune-mediated demyelination,82571
Millipore diffusion-chambers,82571
Peripheral nervous-system,82571
Virulence,82571
Emergence,82571
Hospitals,82571
Europe,82571
Strains,82571
Carriage,82571
Facilities,82571
Ointment,82571
Lymphadenectomy,82571
Minimal-access surgery,82571
Petunia-hybrida,82571
Family,82571
Plant,82571
Homology,82571
Nucleotide-sequence,82571
Pigmentation,82571
Transcriptional activators,82571
Helix-loop-helix,82571
Maize,82571
Prostaglandins,82571
Inflammatory mediators,82571
Neurotransmission,82571
Noncyclooxygenase,82571
Trachea,82571
Diagnostic-value,82571
Sezary-syndrome,82571
Gradient gel-electrophoresis,82571
Mycosis-fungoides,82571
Peripheral-blood lymphocytes,82571
Erythroderma,82571
Chronic pain,82571
Bright light treatment,82571
Peripheral conditioning stimulation,82571
Raphe nucleus,82571
Ion,82571
Coordination-compounds,82571
Nucleic-acids,82571
Copper(ii) complexes,82571
Benzotriazole,82571
Binucleating ligands,82571
Intramolecular equilibria,82571
Palladium(ii) halide-complexes,82571
Phosphonates,82571
Ternary complexes,82571
Glycals,82571
Hplc,82571
Tlc,82571
Supercritical-fluid chromatography,82571
Thin-layer chromatography,82571
Capillary electrophoresis,82571
Desorption mass-spectrometry,82571
Line-narrowing spectroscopy,82571
Coronary heart-disease,82571
Glucose-tolerance,82571
Pima-indians,82571
Elderly men,82571
Critical-look,82571
Ecg abnormalities,82571
Plasma-insulin,82571
Popular metaanalytic methods,82571
Serum-insulin,82571
Apart,82571
Human electroencephalogram eeg,82571
Liquid-chromatography,82571
Enrichment,82571
Micropollutants,82571
Separation,82571
Electron-capture detection,82571
Toxaphene residues,82571
Stratigraphy,82571
Canada,82571
Crustal structure,82571
Alpha-ridge,82571
Arctic archipelago,82571
Beaufort sea,82571
Synthetic seismograms,82571
Green plants,82571
Antirrhinum,82571
Hybrida,82571
Meristem identity,82571
Flower development,82571
Floricaula,82571
Primordia,82571
Cell-death,82571
Squamous-cell,82571
C-myc,82571
Protein expression,82571
Candidate oncogene,82571
Antioxidant pathway,82571
Bcl-2 homolog bak,82571
Chromosome 11q13,82571
Mammary carcinomas,82571
Retinoblastoma gene,82571
Nmda,82571
Nucleus-accumbens,82571
Sensitization,82571
Amphetamine,82571
Dopamine release,82571
Brain-stimulation reward,82571
Dizocilpine,82571
Excitatory amino-acids,82571
Self-administration behavior,82571
Gastritis,82571
Organism,82571
Caries,82571
Enamel,82571
Root,82571
Shrinkage,82571
Microradiography,82571
Tooth demineralization,82571
Electrophoresis,82571
Spectrometry,82571
Polycyclic aromatic-hydrocarbons,82571
Benzo<a>pyrene metabolites,82571
Malignant gliomas,82571
Radiation-therapy,82571
Radiotherapy,82571
Phenytoin,82571
Brain-tumors,82571
Cerebellar atrophy,82571
Oligodendroglioma,82571
Sex,82571
Corpus-callosum,82571
Handedness,82571
Disconnection,82571
Saccharomyces-cerevisiae,82571
Iron,82571
Gram-negative bacteria,82571
Flavin,82571
Oxidoreductase,82571
