 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/15926" , "A New Classification of Thoracolumbar Injuries" , "2005" , "Brown - Andrew K." , "Spine" , "20" , "30" , "2325--2333" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.brs.0000182986.43345.cb" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/15926" , "A New Classification of Thoracolumbar Injuries" , "2005" , "Kuklo - Timothy" , "Spine" , "20" , "30" , "2325--2333" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.brs.0000182986.43345.cb" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/15926" , "A New Classification of Thoracolumbar Injuries" , "2005" , "??ner - F C." , "Spine" , "20" , "30" , "2325--2333" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.brs.0000182986.43345.cb" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/47542" , "Psychometrics of the Personal Questionnaire: A client-generated outcome measure." , "2016" , "Sales - Célia M. D." , "Psychological Assessment" , "3" , "28" , "263--278" , "American Psychological Association (APA)" , "10.1037/pas0000174" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/47542" , "Psychometrics of the Personal Questionnaire: A client-generated outcome measure." , "2016" , "Rodgers - Brian" , "Psychological Assessment" , "3" , "28" , "263--278" , "American Psychological Association (APA)" , "10.1037/pas0000174" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/47542" , "Psychometrics of the Personal Questionnaire: A client-generated outcome measure." , "2016" , "Alves - Paula" , "Psychological Assessment" , "3" , "28" , "263--278" , "American Psychological Association (APA)" , "10.1037/pas0000174" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/47542" , "Psychometrics of the Personal Questionnaire: A client-generated outcome measure." , "2016" , "Café - Maria J." , "Psychological Assessment" , "3" , "28" , "263--278" , "American Psychological Association (APA)" , "10.1037/pas0000174" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11631" , "Epigenetic Regulation of Vascular Endothelial Gene Expression" , "2008" , "Matouk - C. C." , "Circulation Research" , "8" , "102" , "873--887" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.171025" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11631" , "Epigenetic Regulation of Vascular Endothelial Gene Expression" , "2008" , "Marsden - P. A." , "Circulation Research" , "8" , "102" , "873--887" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.171025" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Rao - X." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Zhong - J." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Zhang - S." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Zhang - Y." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Yu - Q." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Yang - P." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Wang - M.-H." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Fulton - D. J." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Shi - H." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Dong - Z." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Wang - D." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11646" , "Loss of Methyl-CpG-Binding Domain Protein 2 Enhances Endothelial Angiogenesis and Protects Mice Against Hind-Limb Ischemic Injury" , "2011" , "Wang - C.-Y." , "Circulation" , "25" , "123" , "2964--2974" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.966408" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Mottet - D." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Bellahcene - A." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Pirotte - S." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Waltregny - D." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Deroanne - C." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Lamour - V." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Lidereau - R." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11661" , "Histone Deacetylase 7 Silencing Alters Endothelial Cell Migration, a Key Step in Angiogenesis" , "2007" , "Castronovo - V." , "Circulation Research" , "12" , "101" , "1237--1246" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.107.149377" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/10825" , "Extensive Primary Repair of the Thoracic Aorta in Acute Type A Aortic Dissection by Means of Ascending Aorta Replacement Combined With Open Placement of Triple-Branched Stent Graft: Early Results" , "2010" , "Chen - L.-W." , "Circulation" , "14" , "122" , "1373--1378" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.946012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/10825" , "Extensive Primary Repair of the Thoracic Aorta in Acute Type A Aortic Dissection by Means of Ascending Aorta Replacement Combined With Open Placement of Triple-Branched Stent Graft: Early Results" , "2010" , "Dai - X.-F." , "Circulation" , "14" , "122" , "1373--1378" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.946012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/10825" , "Extensive Primary Repair of the Thoracic Aorta in Acute Type A Aortic Dissection by Means of Ascending Aorta Replacement Combined With Open Placement of Triple-Branched Stent Graft: Early Results" , "2010" , "Lu - L." , "Circulation" , "14" , "122" , "1373--1378" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.946012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/10825" , "Extensive Primary Repair of the Thoracic Aorta in Acute Type A Aortic Dissection by Means of Ascending Aorta Replacement Combined With Open Placement of Triple-Branched Stent Graft: Early Results" , "2010" , "Zhang - G.-C." , "Circulation" , "14" , "122" , "1373--1378" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.946012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/10825" , "Extensive Primary Repair of the Thoracic Aorta in Acute Type A Aortic Dissection by Means of Ascending Aorta Replacement Combined With Open Placement of Triple-Branched Stent Graft: Early Results" , "2010" , "Cao - H." , "Circulation" , "14" , "122" , "1373--1378" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.110.946012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "Bodelier - Alexander G.L." , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "Pierik - Marieke J." , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "van den Heuvel - Tim" , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "Bovee-Oudenhoven - Ingeborg M.J." , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "de Boer - Evelien" , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "Hameeteman - Wim" , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "Masclee - Ad A.M." , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11097" , "Pancreatitis-associated protein has no additional value as a marker of disease activity in a real-life cohort of IBD patients" , "2014" , "Jonkers - Daisy" , "European Journal of Gastroenterology & Hepatology" , "8" , "26" , "902--909" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/meg.0000000000000141" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Kyaw - T." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Tay - C." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Krishnamurthi - S." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Kanellakis - P." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Agrotis - A." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Tipping - P." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Bobik - A." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11118" , "B1a B Lymphocytes Are Atheroprotective by Secreting Natural IgM That Increases IgM Deposits and Reduces Necrotic Cores in Atherosclerotic Lesions" , "2011" , "Toh - B.-H." , "Circulation Research" , "8" , "109" , "830--840" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circresaha.111.248542" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11121" , "Immunoglobulin M Is Required for Protection Against Atherosclerosis in Low-Density Lipoprotein Receptor-Deficient Mice" , "2009" , "Lewis - M. J." , "Circulation" , "5" , "120" , "417--426" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.868158" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/11121" , "Immunoglobulin M Is Required for Protection Against Atherosclerosis in Low-Density Lipoprotein Receptor-Deficient Mice" , "2009" , "Malik - T. H." , "Circulation" , "5" , "120" , "417--426" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/circulationaha.109.868158" ,
